date,ticker,stock_name,target_label,label_leader_type,label_theme,label_status,negative_reason_tags,leader_score,stage_label,score_coverage,evaluated_rule_count,top_features,risk_flags,missing_components,event_id,available_at,feature_version,score_version
2025-07-28,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-07-29,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-07-30,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-07-31,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-01,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-04,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-05,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-06,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-07,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-08,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-11,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-12,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-13,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-14,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-15,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-18,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-19,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-20,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-21,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-22,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-25,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-26,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-27,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,8,breakout_candidate,0.7273,8,near_120d_high|near_250d_high|amount_expansion|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-28,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-08-29,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-01,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,8,breakout_candidate,0.7273,8,near_120d_high|near_250d_high|amount_expansion|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-02,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,exhaustion_risk,0.7273,8,amount_expansion|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,high_volume_stall,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-03,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,8,breakout_candidate,0.7273,8,near_120d_high|near_250d_high|amount_expansion|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-04,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,exhaustion_risk,0.7273,8,amount_expansion|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,high_volume_stall,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-05,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-08,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-09,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-10,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-11,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-12,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-15,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-16,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-17,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-18,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-19,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-22,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-23,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-24,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-25,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-26,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-29,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-09-30,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-09,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,1,normal,0.7273,8,sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-10,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,1,normal,0.7273,8,sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-13,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,1,normal,0.7273,8,sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-14,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,1,normal,0.7273,8,sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-15,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,1,normal,0.7273,8,sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-16,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,1,normal,0.7273,8,sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-17,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,1,normal,0.7273,8,sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-20,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,1,normal,0.7273,8,sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-21,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-22,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-23,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-24,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-27,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-28,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-29,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-30,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,6,momentum_setup,0.7273,8,near_120d_high|near_250d_high|outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-10-31,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-11-03,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-11-04,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-11-05,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-11-06,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-11-07,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-11-10,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-11-11,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-11-12,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-11-13,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,3,normal,0.7273,8,outperform_market|sufficient_base_turnover|low_overhead_supply_proxy,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
2025-11-14,300308.SZ,中际旭创,1,institutional_trend,CPO_AI_optical_module,positive_research_seed,,2,normal,0.7273,8,outperform_market|sufficient_base_turnover,,amount_rank_market|rs_industry_20d|rs_rank_market_20d,zji-2025-07-16-ir,2025-07-16 00:00:00,cn-wave-features-v0.4.0,cn-wave-market-behavior-v0.2.0
